L1_min,L1_max,L1_mean,L1_median,L1_std_dv,L1_skew,L1_kurt,L2_min,L2_max,L2_mean,L2_median,L2_std_dv,L2_skew,L2_kurt,L3_min,L3_max,L3_mean,L3_median,L3_std_dv,L3_skew,L3_kurt,L4_min,L4_max,L4_mean,L4_median,L4_std_dv,L4_skew,L4_kurt,L5_min,L5_max,L5_mean,L5_median,L5_std_dv,L5_skew,L5_kurt,L6_min,L6_max,L6_mean,L6_median,L6_std_dv,L6_skew,L6_kurt,L7_min,L7_max,L7_mean,L7_median,L7_std_dv,L7_skew,L7_kurt,L8_min,L8_max,L8_mean,L8_median,L8_std_dv,L8_skew,L8_kurt,R1_min,R1_max,R1_mean,R1_median,R1_std_dv,R1_skew,R1_kurt,R2_min,R2_max,R2_mean,R2_median,R2_std_dv,R2_skew,R2_kurt,R3_min,R3_max,R3_mean,R3_median,R3_std_dv,R3_skew,R3_kurt,R4_min,R4_max,R4_mean,R4_median,R4_std_dv,R4_skew,R4_kurt,R5_min,R5_max,R5_mean,R5_median,R5_std_dv,R5_skew,R5_kurt,R6_min,R6_max,R6_mean,R6_median,R6_std_dv,R6_skew,R6_kurt,R7_min,R7_max,R7_mean,R7_median,R7_std_dv,R7_skew,R7_kurt,R8_min,R8_max,R8_mean,R8_median,R8_std_dv,R8_skew,R8_kurt,Total_Force_Left_min,Total_Force_Left_max,Total_Force_Left_mean,Total_Force_Left_median,Total_Force_Left_std_dv,Total_Force_Left_skew,Total_Force_Left_kurt,Total_Force_Right_min,Total_Force_Right_max,Total_Force_Right_mean,Total_Force_Right_median,Total_Force_Right_std_dv,Total_Force_Right_skew,Total_Force_Right_kurt,Label
0.0,469.04,91.13845366779437,10.34,140.75526865164016,1.3160818893887036,0.0958978241007395,0.0,227.59,43.13333360838353,3.74,67.7620147778272,1.3696018620517458,0.2704092179935298,0.0,146.08,24.923119069230136,0.0,40.92903943528962,1.3660455521995996,0.295318821247609,0.0,487.85,102.0032114860962,39.71,117.60905183001822,0.7714033726949298,-0.8019741677294454,0.0,95.15,20.8604530076739,8.58,23.2854186588288,0.6322857805051033,-0.955651120112174,0.0,226.27,67.03111725389884,23.21,78.22146493600594,0.693171424295694,-1.138592317051868,0.0,202.4,49.6408243254394,27.06,55.75546548749072,0.7050807664795977,-0.8466322104973778,0.0,215.49,47.96389388563412,22.55,59.89818906283995,1.0534877801945493,-0.2104761572789795,0.0,409.75,79.00233765162143,15.95,115.4918254605728,1.214263332530651,-0.1838862026563981,0.0,263.34,49.42959237560855,4.18,77.30674904940543,1.3564555549252748,0.2539274026047304,0.0,183.04,29.54387243171879,0.0,46.99364669353286,1.3416570846326898,0.2565353161530739,0.0,282.15,54.15679676540969,17.6,62.542022901851794,0.780386046385603,-0.748058182969261,0.0,46.53,8.57288390131199,0.0,10.606637769436912,0.8107754197108693,-0.7447664768936466,0.0,298.87,96.5161275682812,65.12,98.85657337761738,0.3942646816676527,-1.505387946174694,0.0,324.61,79.88450697252249,44.33,89.9012830303099,0.8264218886908021,-0.59969758751431,0.0,221.87,72.44600544599389,53.02,72.79001317409167,0.5093850003889988,-1.2332538174330998,0.0,1071.95,446.6944063041505,542.3,398.68405786454247,-0.01970271031237,-1.774458467999385,0.0,1129.26,469.552123112468,597.41,404.8680460878172,-0.0470130478588789,-1.725541731967487,1
0.0,295.13,60.03117001285728,5.06,82.69440750036051,1.0588437821264696,-0.3698293306485567,0.0,469.15,98.99994560379784,8.03,132.57385306509437,0.9467532205520544,-0.6653867709377987,0.0,229.68,34.46288794382356,2.75,49.91431193011855,1.3756779087522435,0.8945539157852789,0.0,371.8,82.01110869350214,54.34,91.22296914641828,0.761653916934042,-0.7335973478642872,0.0,50.16,10.4537642171892,6.93,11.992759098499738,0.994605941697058,-0.1686419784708874,0.0,284.79,63.4251448917021,30.14,76.87793801094891,1.077489088816904,-0.1282879015091569,0.0,221.65,39.335003461576505,17.38,50.28323227232129,1.3271948058416272,0.6966490577342124,0.0,48.29,15.591354959944615,13.75,14.493956587165828,0.2321282174966656,-1.5096628283719775,0.0,457.82,69.90248145584017,4.84,99.62535624144807,1.349655793914619,0.9589825593448356,0.0,340.56,84.71078132726733,6.6,107.61967265337933,0.7821681205150136,-1.0839278477979066,0.0,160.49,37.20100781327268,2.86,47.403499034931336,0.760851903817319,-1.121702510551178,0.0,294.36,56.98257837998221,28.6,65.03684366811434,0.9298035364231968,-0.1319392072006096,0.0,123.31,26.746688754821484,18.15,30.04788863313937,0.8528132757534501,-0.4655277929979915,0.0,229.9,45.55414301256058,27.28,51.55771708094084,0.935503301384176,-0.1672635261836177,0.0,398.09,91.01168924933242,51.04,104.39286630894182,0.899679867553987,-0.453559921864151,0.0,153.89,31.675060824844227,22.0,37.33934478952912,1.2100579124406938,0.5237058061553617,0.0,1112.32,404.31037978439326,454.96,361.4360433045903,0.0308657431135308,-1.7084609068601118,0.0,973.61,443.7844308179211,607.75,363.3907620508902,-0.2152521844560028,-1.7385529079722442,1
0.0,381.37,85.03001815331298,20.9,100.47084513922564,0.7138784551272973,-1.1381683812714931,0.0,224.95,52.94825810710455,5.83,66.16898854698948,0.8022569096264647,-0.9321007446928268,0.0,242.22,47.92335753775063,7.26,60.24366100670255,0.85563270413393,-0.7358530182022709,0.0,193.6,22.243563000247544,8.58,27.971736525358427,1.5141170844516678,2.549986012769181,0.0,66.33,16.606823170228566,10.56,18.34074522818003,0.7185282280746788,-0.8499079852491573,0.0,240.35,50.10532222130539,29.26,57.14959951839369,0.9712447624861656,-0.2919318892246583,0.0,227.04,41.76031685782655,19.8,50.990832426024056,1.1615940565291591,0.3053634423774833,0.0,165.33,41.00451274857661,19.36,46.93314115010516,0.7764147275705978,-0.8927350130704634,0.0,324.17,72.92620595758726,13.97,86.48292509872559,0.6892371785723683,-1.127168472007857,0.0,267.52,71.27891987787771,11.66,84.3935719354298,0.6658625843560352,-1.1728936915210098,0.0,154.22,38.05384602689991,7.15,44.92789584717627,0.627821761786523,-1.20945162109617,0.0,220.77,42.48321808730093,19.8,48.46706609508367,0.909597341989072,-0.2081574675405795,0.0,35.75,8.583113293176005,5.5,10.40422180945127,0.9160314423001245,-0.4657851066095508,0.0,249.92,63.96740985229805,40.37,71.76915040974083,0.8635115671670398,-0.5196593254041528,0.0,209.99,46.70067744863438,28.27,52.90917768131413,0.8662348924076757,-0.5021096391168114,0.0,116.05,36.03561514976483,23.21,39.33571241084719,0.6180050235427117,-1.1561477605898145,0.0,771.98,357.6221717963528,449.79,294.25845848758007,-0.1185864487594018,-1.7144927414319775,0.0,844.47,380.0290056935391,435.38,323.7870332091682,-0.0409107297369384,-1.732718460827852,1
0.0,222.75,34.74852710619688,10.34,48.65411786406459,1.381682143944782,0.7257836409935527,0.0,304.7,74.0472728773001,15.07,87.4073770296226,0.7071939646945263,-1.0413915693261966,0.0,288.53,70.50976400693126,13.75,85.53901400661795,0.842876814681392,-0.7060399349297004,0.0,342.1,97.84420579255716,71.28,99.40268361201193,0.3617871002772025,-1.4790342916470198,0.0,173.36,57.63519844871689,41.25,57.60799301565517,0.3007944154336837,-1.5310014803572725,0.0,217.03,54.9141348296064,27.5,62.495010512379096,0.8080786135584486,-0.6941688741742622,0.0,200.09,44.23838022939186,29.26,50.4351819549951,0.9777271754256378,-0.0538977839404535,0.0,165.77,27.534082845119237,27.06,29.05318584974018,1.128261881832432,1.9683587728739085,0.0,206.47,30.656343757735787,6.82,46.406136188129246,1.5137492241228634,1.02633949227695,0.0,277.64,72.23319415793382,6.27,91.81617742689927,0.8529678221987781,-0.8718542292355638,0.0,296.12,70.08082845119235,7.59,90.49105279284365,0.963364314166642,-0.5372401979376491,0.0,277.09,86.07499546167175,42.79,91.57528007569492,0.4041640511455118,-1.5229454605059738,0.0,218.24,57.01766812443271,27.5,62.84114541614045,0.6462908949406205,-1.0372545563808806,0.0,242.55,63.00046455978216,22.66,75.38879965797737,0.8148169844384634,-0.8566425386097603,0.0,247.61,43.68126413070385,12.1,61.80353703070711,1.4538505763019112,0.9476090178492228,0.0,159.06,30.38223780840003,22.33,32.85274026124664,0.8707806299915768,0.3064446622735532,0.0,1020.14,461.4715661358198,600.49,390.4096483902141,-0.1460967518831561,-1.7998006672717333,0.0,1007.16,453.1269964518524,553.85,396.9968524628536,-0.0823545057998852,-1.83101762000177,1
0.0,542.41,107.11418535127056,16.5,150.45527310847856,1.1457725638563097,-0.2326282151447354,0.0,235.95,50.963289640105785,3.74,74.74710523587815,1.1869907649314195,-0.1976578329062213,0.0,245.19,44.15478670806025,0.0,66.77592809075348,1.292911106893185,0.247381945146758,0.0,392.92,92.97754743014832,33.44,103.73985760934028,0.661006929992588,-0.9095475824068364,0.0,125.4,26.6077440496723,19.47,29.01880975762289,0.6865715951854436,-0.5881300761784378,0.0,299.09,69.05279406691963,42.35,77.64500905501096,0.7987870329802287,-0.607923903739537,0.0,335.17,61.73017362308842,29.26,75.63268327559305,1.080120062775679,0.1393487265556761,0.0,129.03,32.81067149591813,24.75,36.22927576023484,0.7876584676147627,-0.5993713149978079,0.0,644.93,93.89117856732209,13.64,144.2129239757332,1.4888094209386014,1.0642994524178162,0.0,189.09,38.31179717143842,4.18,58.50137295349295,1.2886894912559843,0.0455706385420837,0.0,263.45,39.5969012303093,0.0,66.08429952629356,1.5708667490496684,1.1768987162153008,0.0,467.83,121.6244969529723,70.4,130.62441808483888,0.516112795502322,-1.2358139201852476,0.0,128.7,29.06676325169599,27.5,28.99795832633485,0.399194156577062,-1.1926389353386255,0.0,237.6,68.84268483385077,37.73,74.09701021882134,0.5561340567601605,-1.2353256746972785,0.0,322.3,69.83271012992986,30.25,83.08921956925106,0.989154995723618,-0.2216546553636531,0.0,123.64,36.146149246866734,36.19,33.79249103447228,0.1897466606312382,-1.484670703917688,0.0,1214.29,485.41119236518347,608.19,434.0428720303884,0.0128227634008055,-1.683326448078052,0.0,1219.13,497.31268138438537,649.66,432.3159370400556,-0.0401499515627248,-1.6724847052309375,1
0.0,308.44,64.08511593365789,16.17,79.63924388399603,0.9589467137466632,-0.4884394873760294,0.0,271.15,65.21857248947934,9.68,83.0235395493483,0.933164204161094,-0.6206703437633783,0.0,161.92,36.87241026487333,4.84,46.84139171512257,0.9000433507532573,-0.6741827108230174,0.0,210.1,55.27121049591551,27.5,60.86841716656458,0.5654031001281533,-1.2378614167902982,0.0,87.01,23.62178067497318,14.74,24.21401194076389,0.3836564426293254,-1.4594894310560766,0.0,218.24,64.35877712682564,42.9,67.12793754711727,0.5068382438548077,-1.2510801148935513,0.0,222.75,56.64163132271639,39.71,60.53279218458688,0.7856839604816063,-0.6004886817548312,0.0,96.91,22.010347388398383,19.36,23.437834084343912,0.9701506754042007,0.2311230020839798,0.0,236.28,49.57947520422477,10.45,65.8252812130608,1.0522231355735374,-0.4346815000281667,0.0,294.69,67.44783563000247,9.35,88.85779861391657,0.9797223731882216,-0.589879575548907,0.0,98.67,21.48886624308936,0.0,28.225676398245746,0.962619573816613,-0.5806028234046452,0.0,224.07,66.74271557059163,31.02,73.48429968621782,0.5364737478016353,-1.3327122264272475,0.0,96.69,26.0266226586352,16.5,25.791755522548765,0.3680980216886435,-1.396152529654295,0.0,178.86,61.21786368512254,47.52,60.62222121875112,0.2946648405269125,-1.5847994472966604,0.0,379.28,109.85237725884974,80.3,112.57028997833824,0.5890726017573571,-0.9926697125240498,0.0,101.53,28.641571086723328,25.41,27.805426249912188,0.3510509546264551,-1.3008431977350423,0.0,946.0,388.0798456968397,469.15,335.6896059342618,0.0142326627369593,-1.647703959202638,0.0,1043.79,430.9973273372391,514.69,371.9077704207513,0.0063184279471035,-1.661037642065074,1
0.0,754.27,140.13478999917484,25.41,186.10985918025173,0.9595309562367382,-0.7047093682413719,0.0,319.77,72.78163297301758,5.5,98.94794372581748,0.9642867165932054,-0.6744993590433217,0.0,167.42,24.785371730340792,3.96,34.072103236692136,1.20677453536747,0.2667045495195683,0.0,568.15,117.5624795775229,92.84,124.2253225402274,0.6577760699985489,-0.683313010833186,0.0,52.8,7.732403663668619,6.6,8.146810133774732,0.661212005203129,-0.1525927857935602,0.0,308.44,57.87969634458289,32.89,67.01021566649955,0.914982283510093,-0.4027574355588537,0.0,606.76,104.96061308688834,37.29,138.86787314402568,1.317175266151622,0.7012464524501971,0.0,202.62,31.81035894050664,18.92,41.38429510528717,1.4479603503824403,1.1034691714692526,0.0,332.86,53.09859476854526,7.04,87.44886812677251,1.5241953817703973,0.7346971395715762,0.0,461.23,67.34238303490386,5.17,112.49624266824434,1.5010145347291226,0.6895218282822451,0.0,73.59,9.114778447066588,0.0,15.438162592529672,1.655184332843609,1.5731617822905548,0.0,350.35,73.91289297796848,19.14,84.96195266271707,0.670398464998051,-0.9910726368795072,0.0,18.37,2.970426602855021,0.0,4.461269008522386,1.1293466185052017,-0.2193279114975359,0.0,373.23,78.09115933657891,46.2,80.52735686214208,0.3899570944008053,-1.343838485908052,0.0,537.13,103.36516379239212,45.65,119.84235761283168,0.9354078741062256,-0.2012974765376829,0.0,219.01,46.84529581648651,25.74,55.971181832129496,1.1321997095908551,0.2089887994155113,0.0,1355.53,557.6473463157025,743.71,485.8135059826821,-0.0832498852347368,-1.776688319401703,0.0,1288.98,434.7406947767968,520.96,405.18683075534,0.1237374010645936,-1.6325321087592115,1
0.0,296.89,32.45020876309927,0.0,55.30363947647661,1.80132119220694,2.477318115068252,0.0,217.03,37.924431058668205,0.0,57.07043517275882,1.197390445417829,-0.1146003336165484,0.0,202.51,38.83456555821438,0.0,56.84880685937205,1.124179656664565,-0.3107707019171211,0.0,211.86,30.462774981434112,2.31,40.64379098236493,1.2191899805448771,0.6937986406258303,0.0,144.32,30.054098522980443,19.47,34.45304952322232,0.9838299227673196,-0.138130921928318,0.0,271.15,48.48762604175262,20.9,60.24877825854428,1.1024696519071846,0.0311823893230656,0.0,412.39,85.37811700635365,34.76,107.9926845154283,1.11384282491024,-0.1333387738124849,0.0,278.96,41.4878991665979,11.0,64.58969546964076,1.7150804204034091,1.786366173632528,0.0,332.2,28.128186319003216,0.0,49.96798011526395,2.194684921434856,4.899608872980182,0.0,262.24,44.41744450862282,0.0,67.59216279663168,1.2648242919626576,0.1179059479194601,0.0,186.01,33.489195478174764,0.0,50.80618185834864,1.230250089072938,0.0152237308288327,0.0,252.78,59.292668537008005,22.22,67.11054640856094,0.7341173712153316,-0.8257215603678794,0.0,96.69,24.098740820199687,14.85,26.894947818383407,0.7681207583263059,-0.7448105099938909,0.0,317.02,64.90040844954204,23.65,82.54510334952946,1.147635655116656,0.0381330177472123,0.0,259.6,53.89809390213714,16.5,70.04584773262701,1.1932522902466285,0.170685490573232,0.0,293.92,38.61467447809225,11.66,64.00428942800056,2.1047188360658464,3.5400933160719887,0.0,774.18,345.07972109910054,453.75,284.39864662790546,-0.1298196007813492,-1.690335527512456,0.0,808.83,346.8394124927799,465.74,295.5863611707272,-0.0893511790209438,-1.750351573449106,1
0.0,534.49,109.6474014436424,16.5,149.60093176078632,1.0443363243198955,-0.4921387025107697,0.0,256.85,55.38269739033871,3.74,79.06613545161585,1.1064019137056162,-0.3859155076869629,0.0,224.84,43.61721710161022,0.0,63.49679366379083,1.185780787458332,-0.0403522156398299,0.0,435.6,92.32466740699611,35.53,104.28151852840068,0.733328226679175,-0.6954341080634867,0.0,116.71,23.91083620210994,15.18,26.96743106549559,0.8027259114040168,-0.3993652526755968,0.0,365.31,72.41681732370904,44.44,81.51264561976514,0.8605499783965886,-0.3884043100281098,0.0,314.82,61.18656857301498,27.06,75.7659724598185,1.1372491011700936,0.3023278385128987,0.0,131.34,30.96142698500833,22.55,34.86025317807706,0.8521866537965226,-0.4481586245648081,0.0,619.52,91.91752692948364,13.64,142.38926001834642,1.475440090323053,0.9326621011936536,0.0,189.09,37.17399000555248,4.18,57.5974716343082,1.300074205661336,0.0474057065135067,0.0,236.28,37.3757157134925,0.0,61.495474749189405,1.526797539539376,0.981030165067799,0.0,536.91,136.0188051082732,82.94,143.31380047307178,0.4725828012506461,-1.329699530400383,0.0,123.53,30.02848528595225,29.59,29.60204962342917,0.3442212707035831,-1.3235319816996771,0.0,230.34,69.8975058300944,37.73,74.54991135328943,0.5162866654427523,-1.3211627858304895,0.0,290.18,61.79103720155469,28.27,72.3875843251335,0.9603507130191054,-0.2163348413637971,0.0,123.64,36.33149139367018,39.05,33.4605695644694,0.1304329559565865,-1.569883265138882,0.0,1214.73,489.4476324264297,606.76,436.113674173364,-0.0118620885936436,-1.720822467146396,0.0,1200.32,500.5345574680732,649.88,433.8723590574057,-0.0581226523776081,-1.7009964589065458,1
0.0,318.67,96.4608785942492,34.76,106.21080704557792,0.5306964756819625,-1.4013230618011108,0.0,218.24,64.93129392971247,27.28,69.63628543201091,0.4886807402205328,-1.4023493086968013,0.0,252.45,71.56193290734824,24.2,78.74403378330747,0.512418797980682,-1.3775558650305832,0.0,140.69,30.237364217252395,27.5,31.85126693391723,0.7075425706506916,-0.4342970396890004,0.0,119.02,33.78202875399361,24.31,36.77830356308857,0.647747224309241,-0.9843496653605106,0.0,209.44,53.31555910543131,39.05,55.48105399833815,0.6533777892206828,-0.8531133025639335,0.0,323.07,87.53448881789137,55.0,93.45733748964652,0.6895854798926011,-0.9510807060834838,0.0,178.75,50.23797124600638,19.36,59.01488141677418,0.8431478505958063,-0.8030872770657216,0.0,359.15,100.76190095846644,28.05,111.80176258142448,0.5517695326306573,-1.3037842450128678,0.0,206.91,62.83522364217252,30.47,66.2306979251701,0.3921173033113415,-1.4845372192392108,0.0,241.23,78.46554313099041,23.87,85.0624360328173,0.3775463109125377,-1.631744582266686,0.0,131.67,31.921134185303515,33.88,32.51138774010594,0.5727647994664747,-0.738377480269631,0.0,114.84,27.81562300319489,16.5,32.464530653783,0.8933131956993204,-0.4281923538453873,0.0,197.67,43.19333865814696,35.64,45.853647439350624,0.7772849494657412,-0.4282077943551634,0.0,364.54,106.82562300319488,98.23,103.92128767244937,0.3996408100620366,-1.3016368998082395,0.0,194.26,58.52552715654952,46.53,61.02253676024933,0.5964120105397906,-1.0228891437049457,0.0,1029.49,488.06151757188496,613.14,400.555517647826,-0.14975661643819,-1.7322125013889462,0.0,1115.73,510.3439137380192,574.86,445.306595762585,-0.0465743041093621,-1.7963858243723083,1
